Journal,Title,Link,Authors,Keywords
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",Multi-objective optimization of semi-active suspensions using KEMOGA algorithm,https://doaj.org/article/09b453ec94764339843eba73eab1bc4e,"Georgios Papaioannou,; Dimitrios Koulocheris",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",Automated measurements of lumbar lordosis in T2-MR images using decision tree classifier and morphological image processing,https://doaj.org/article/8f990d6facb8484d98df3491082d1911,"Ihssan S. Masad,; Amjed Al-Fahoum,; Isam Abu-Qasmieh",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",A wide tuning range VCO design using multi-pass loop complementary current control with IMOS varactor for low power applications,https://doaj.org/article/9cfa258ce0e1413f85d528ac2f889096,"Vivek Jangra,; Manoj Kumar",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",Nonlinear PID controller design for a 6-DOF UAV quadrotor system,https://doaj.org/article/094b5a092a8646d485b0346d193d86bf,"Aws Abdulsalam Najm,; Ibraheem Kasim Ibraheem",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",Mechanical and physical performances of concretes made from crushed sands of different geological nature subjected to high temperatures,https://doaj.org/article/655bb0ba284c4842a70562c2d60ff015,"Tchapga Gnamsi Guy Molay,; Mambou Ngueyep Luc Leroy,; Tchoffo Fidele,; Hamidou Gilbert Franck,; Ndjaka Jean-Marie Bienvenu",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",Investigation on SVM-Backstepping sensorless control of five-phase open-end winding induction motor based on model reference adaptive system and parameter estimation,https://doaj.org/article/be0f8575ec974c0081963ba74a5a1ff7,"Khadar Saad,; Kouzou Abdellah,; Hafaifa Ahmed,; Atif Iqbal",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",Genetic algorithm based optimization of friction welding process parameters on AA7075-SiC composite,https://doaj.org/article/85986553d73b48f09248787fc835d1a7,"K.S. Sreenivasan,; S. Satish Kumar,; Jeeva Katiravan",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",An opposition theory enabled moth flame optimizer for strategic bidding in uniform spot energy market,https://doaj.org/article/b5b73a49c9d6486a8aa748c4cc2784a2,"Pooja Jain,; Akash Saxena",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (AUG 2019)",The effect of reinforced SiC on the mechanical properties of the fabricated hypoeutectic Al-Si alloy by centrifugal casting,https://doaj.org/article/59f7410167234479a03fc41090b708e5,Saad Mahmood Ali,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Design and equivalent circuit model extraction of a third-order band-pass frequency selective surface filter for terahertz applications,https://doaj.org/article/69efeeab80ed45d09a6144d7b10623a0,"Hamed Mohammadi Nemat-Abad,; Ehsan Zareian-Jahromi,; Raheleh Basiri",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Characterization of chloride penetration in hydraulic concrete structures exposed to different heads of seawater: Using hydraulic pressure tank,https://doaj.org/article/c3508df48973416897c0f1b609f3d36c,"Thair Jabar Mizhir Alfatlawi,; Riyadh Abdulabbas Ali Alsultani",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",An internal combustion alternator with both free piston and cylinder,https://doaj.org/article/4c9d6acfc58d40a9b008fe04f0ed2432,V. Shmelev,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Optimization of rotary ultrasonic drilling of optical glass using Taguchi method and utility approach,https://doaj.org/article/bae409a273a64a04992d6c8c82b816b3,"Vikas Kumar,; Hari Singh",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",A metaheuristic solution approach to capacitied vehicle routing and network optimization,https://doaj.org/article/bc051235abda451cb855b0b458382553,"Fuat Simsir,; Dursun Ekmekci",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)","Denoising images corrupted with impulse, Gaussian, or a mixture of impulse and Gaussian noise",https://doaj.org/article/64b366059c7646c3866b9d9fd79e11fc,Ali Awad,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Cellular-phone-based computer vision system to extract shape properties of coarse aggregate for asphalt mixtures,https://doaj.org/article/0f758508c7964911a17e14811acd7e76,"Khalid A. Ghuzlan,; Mohammed T. Obaidat,; Mai M. Alawneh",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Evaluation of gang saws’ performance in the carbonate rock cutting process using feasibility of intelligent approaches,https://doaj.org/article/0ce5921342c344d89b0d9a67b35ced81,"Alireza Dormishi,; Mohammad Ataei,; Reza Mikaeil,; Reza Khalokakaei,; Sina Shaffiee Haghshenas",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",ECU controlled intelligent lift axle dropping and lifting system for heavy trucks,https://doaj.org/article/b971a1b746eb4d35a86c0034739591c1,"T. Keleş,; L. Güvenç,; E. Altuğ",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Enhancing voltage stability and LVRT capability of a wind-integrated power system using a fuzzy-based SVC,https://doaj.org/article/996a00242935402bbd3fe3579f77a11e,"Hamid Rezaie,; Mohammad Hossein Kazemi-Rahbar",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Performances of concrete containing coal bottom ash with different fineness as a supplementary cementitious material exposed to seawater,https://doaj.org/article/af1dc9e99bb14313b43c32c1cb64422b,"Sajjad Ali Mangi,; Mohd Haziman Wan Ibrahim,; Norwati Jamaluddin,; Mohd Fadzil Arshad,; Shahiron Shahidan",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Scanning the Industry 4.0: A Literature Review on Technologies for Manufacturing Systems,https://doaj.org/article/7dd3fb036e9941c0836749c093caa2d3,"V. Alcácer,; V. Cruz-Machado",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Histogram equalization techniques for enhancement of low radiance retinal images for early detection of diabetic retinopathy,https://doaj.org/article/9bbc6b496fda4c0fab2ad33ab10f8705,"Navdeep Singh,; Lakhwinder Kaur,; Kuldeep Singh",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Kinematical considerations related to prosthesis position and core radius on the biomechanics of the C5-C6 functional spinal unit,https://doaj.org/article/81296616fafe4546bcd8356b343e0df5,"Ramazan Özmen,; Mustafa Günay",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Homogeneity-based fast CU partitioning algorithm for HEVC intra coding,https://doaj.org/article/0ca75e8aaa524a8eb07e4f54e36491e5,"Mohamed Maazouz,; Noureddine Batel,; Nejmeddine Bahri,; Nouri Masmoudi",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Perspective correction of building facade images for architectural applications,https://doaj.org/article/28752bb7f3db43d494438c0428dbbb29,"A. Soycan,; M. Soycan",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Asymmetric isolated unidirectional multi-level DC-DC power converter,https://doaj.org/article/5851842ead4c447f88e9b0b982231a64,"Hurng-Liahng Jou,; Kuen-Der Wu,; Jinn-Chang Wu,; You-Zu Lin,; Li-Wen Su",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Enhancing FRT performance and smoothing output power of DFIG wind farm equipped by SFCL and SMES in a fuzzy framework,https://doaj.org/article/6a6e4799181b4cf8944256debc4ea015,"Mostafa Sedighizadeh,; Hesam Yarmohammadi,; Masoud Esmaili",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Dual fluoroscopic evaluation of human tibiofemoral joint kinematics during a prolonged standing: A pilot study,https://doaj.org/article/29ee85f19a0c46a8bc8d749d64256ad2,"Sabri Uzuner,; Marcel L. Rodriguez,; LePing Li,; Serdar Kucuk",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Mechanical behavior of high strength concrete reinforced with glass fiber,https://doaj.org/article/bcdd34c91ae547f5b4b6c8bc7354ff8e,"Mahmoud Mazen Hilles,; Mohammed M. Ziara",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Modelling and hardware implementation of quantization levels of digital cameras in DCT based image compression,https://doaj.org/article/9d5c0a133c484d488c6078b4acbb6696,"Mahendra M. Dixit,; C. Vijaya",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Spatial frequency discrete wavelet transform image fusion technique for remote sensing applications,https://doaj.org/article/0c3109124e9c4c45b8455b8b06b39836,"Joy Jinju,; N. Santhi,; K. Ramar,; B. Sathya Bama",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Repetitive control and cascaded multilevel inverter with integrated hybrid active filter capability for wind energy conversion system,https://doaj.org/article/c6554ed258b94beb8f112630324dedd0,"Buddhadeva Sahoo,; Sangram Keshari Routray,; Pravat Kumar Rout",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",A quick and effective MPPT scheme for solar power generation during dynamic weather and partial shaded conditions,https://doaj.org/article/c129c3d3d6ed406eac1b81efc823f6f6,"Muralidhar Nayak Bhukya,; Venkata Reddy Kota",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Fault diagnosis of a centrifugal pump using MLP-GABP and SVM with CWT,https://doaj.org/article/dfe87ffdc0094bb0b7f4d5d85fa0ee05,"Maamar Ali Saud ALTobi,; Geraint Bevan,; Peter Wallace,; David Harrison,; K.P. Ramachandran",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Combustion analysis of modified light duty diesel engine under high pressure split injections with cooled EGR,https://doaj.org/article/562e3b3e7f8342d3a4cd35b7a371611b,"Gautam Edara,; Y.V.V. Satyanarayana Murthy,; Jayashri Nayar,; Merigala Ramesh,; Paleti Srinivas",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",An optimized routing algorithm for vehicle ad-hoc networks,https://doaj.org/article/c3196c059c264d2092b9aae1e9181ec8,"H. Bello-Salau,; A.M. Aibinu,; Z. Wang,; A.J. Onumanyi,; E.N. Onwuka,; J.J. Dukiya",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Retrieval of pathological retina images using Bag of Visual Words and pLSA model,https://doaj.org/article/6b9a78abf5e145baa26d8aba44f9d1fb,"K.S. Sreejini,; V.K. Govindan",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (JUN 2019)",Testing and modeling of filter cake formation using new seepage-consolidation concept,https://doaj.org/article/322ecf4076af45ae913e682eced0fd53,"Aram M. Raheem,; Cumaraswamy Vipulanandan",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Non-contact sensor placement strategy for condition monitoring of rotating machine-elements,https://doaj.org/article/57a100db1cc2492bb9a187f9ccf22b79,"Deepam Goyal,; Vanraj,; B.S. Pabla,; S.S. Dhami",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Investigation of errors in microcontroller interface circuit for mutual inductance sensor,https://doaj.org/article/e7c27759fef14b278496953fc990ff7c,"A. Anarghya,; Shrikantha S. Rao,; Mervin A. Herbert,; P. Navin Karanth,; Nitish Rao",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",The analysis of living room furniture and room spaces used by families relation of West Black Sea Region in Turkey,https://doaj.org/article/7de9696301564348b060e081eaa86a84,"Rasit Esen,; Burhanettin Uysal",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Mathematical modeling of the red ginger oleoresin release from chitosan-based microcapsules using emulsion crosslinking method,https://doaj.org/article/1f38473c4f0a4cb6bfa1ff2ea48cf4db,"Jayanudin,; Moh. Fahrurrozi,; Sang Kompiang Wirawan,; Rochmadi",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Generating temperature cycle profile from in-situ climatic condition for accurate prediction of thermo-mechanical degradation of c-Si photovoltaic module,https://doaj.org/article/4a42e283fb51461d85adfb757758531c,"Frank K.A. Nyarko,; G. Takyi,; Emeka H. Amalu,; Muyiwa S. Adaramola",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Short-term effects of sulphate and chloride on the concrete containing coal bottom ash as supplementary cementitious material,https://doaj.org/article/9e925c407a5d493fb5f4a2ca05e1a32c,"Sajjad Ali Mangi,; Mohd Haziman Wan Ibrahim,; Norwati Jamaluddin,; Mohd Fadzil Arshad,; Ramadhansyah Putra Jaya",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",A comparative review of different transformer modelling methods in TRV studies in case of transformer limited faults,https://doaj.org/article/fc6f7e7f101f49c9aa0defec5f4783e6,"Ashkan Teymouri,; Behrooz Vahidi,; Morteza Eslamian",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Mining behavioural patterns from spatial data,https://doaj.org/article/ba62f571c2f64d199a110816a3dc0736,"Sandipan Maiti,; R.B.V. Subramanyam",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",A novel resource aware scheduling with multi-criteria for heterogeneous computing systems,https://doaj.org/article/dcc2e1c2be6647a280d53c3b63f9317b,"Tarun Biswas,; Pratyay Kuila,; Anjan Kumar Ray",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Impact of temperature-dependant viscosity and thermal conductivity on MHD boundary layer flow of two-phase dusty fluid through permeable medium,https://doaj.org/article/6f68379231314f5085ee60dc66a33575,"G. Kalpana,; K.R. Madhura,; Ramesh B. Kudenatti",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Proposal of the “Total Error Minimization Method” for robust design,https://doaj.org/article/c7e38c338ba04af5aaee190f3a1974c9,Shin-ichi Inage,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Impulse noise reduction in audio signal through multi-stage technique,https://doaj.org/article/a836095c738145858a2690e68b98ac68,Ali Awad,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)","SEUI-64, bits an IPv6 addressing strategy to mitigate reconnaissance attacks",https://doaj.org/article/598dbcdb87a346d58debd691a27ff541,Shubair A. Abdullah,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Pyrolysis of goat manure to produce bio-oil,https://doaj.org/article/053a2b746ae8464bacb6079671b38ded,"Ahmet Emrah Erdogdu,; Refik Polat,; Gunay Ozbay",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Cost-safety optimization of steel-concrete composite beams using standardized formulation,https://doaj.org/article/cdcbf536ad0d4582bb06a027e1766e0c,"Tahereh Korouzhdeh,; Hamid Eskandari-Naddaf",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",A voxelize structured refinement method for registration of point clouds from Kinect sensors,https://doaj.org/article/fbfe48b3e686439ca5d9397ba0613b09,"Erdal Özbay,; Ahmet Çinar",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Experimental studies and thin layer modeling of pearl millet using continuous multistage fluidized bed dryer staged externally,https://doaj.org/article/119e7e90fc644a11863db2db49ae2f12,"D. Yogendrasasidhar,; Y. Pydi Setty",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)","Physical study of the impact of injector design on mixing, convection and turbulence in ladle metallurgy",https://doaj.org/article/ca8a6051a31b44d0b1666718cc30ce48,"Prince Gajjar,; Tim Haas,; Kwaku Boateng Owusu,; Moritz Eickhoff,; Pruet Kowitwarangkul,; Herbert Pfeifer",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Effect of (B/D) ratio on ultimate load capacity for horizontally curved box steel beam under out of plane concentrated load,https://doaj.org/article/05076476afd54dd6b9312e8165d59e41,"Bashar Abid Hamza,; Ahmed Riyadh Radhi,; Qais Al-Madhlom",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Tournament selection based antlion optimization algorithm for solving quadratic assignment problem,https://doaj.org/article/243fa9b99bc24016baefe526967f883b,"Haydar Kılıç,; Uğur Yüzgeç",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",A composite building isolation system for earthquake protection,https://doaj.org/article/946b48df25f1477f8aa66d5bbe9d07df,"Salah AlMusbahi,; Ali Güngör",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Fatigue v-notch sensor for monitoring the health of critical structures,https://doaj.org/article/be4b050a9cff429ea592bc50bc9bfb5b,"Ahmed Hadyia,; Ali Güngör",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Designing and modeling U-notch fatigue sensor to predict the fatigue life of structural components,https://doaj.org/article/35a2707a024a499f95477569f9285d5a,"Tariq Alshahbouni,; Ali Güngör",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Development and characterization of microwave processed cast iron joint,https://doaj.org/article/68677ca96a954b498f510fbb5fcc2e46,"Satnam Singh,; Praveen Singh,; Dheeraj Gupta,; Vivek Jain,; Rohit Kumar,; Sarbjeet Kaushal",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Thermal analysis of lithium ion battery-equipped smartphone explosions,https://doaj.org/article/d61e7511920d4ca9991605362d9baea5,"Kyung Mo Kim,; Yeong Shin Jeong,; In Cheol Bang",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",On the Homotopy Analysis Method (HAM) and Homotopy Perturbation Method (HPM) for a nonlinearly stretching sheet flow of Eyring-Powell fluids,https://doaj.org/article/4f904b0742204e198c86e22dca806866,Amin Jafarimoghaddam,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Design of a single-phase SPWM inverter application with PIC micro controller,https://doaj.org/article/cf47194fde9d437194eeea81d2db6473,"Yaşar Birbir,; Kaner Yurtbasi,; Volkan Kanburoglu",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Performance of RCC box drain under fluctuating depth of a road embankment,https://doaj.org/article/771b8b538cea4d9fbe659881226088fa,"D.J. Kadbhane,; C.D. Modhera",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",Modeling and prediction of WEDM performance parameters for Al/SiCp MMC using dimensional analysis and artificial neural network,https://doaj.org/article/089d13a17c2b4aac8876767a6acd671c,"Mangesh R. Phate,; Shraddha B. Toney",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",A 3D numerical modeling of polyethylene buried pipes affected by fault movement,https://doaj.org/article/33a518ded35442cc9ec06e3f4d1392dd,"Rahim Hassani,; Rouhollah Basirat",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",On developing handwritten character image database for Malayalam language script,https://doaj.org/article/ae77de9777ce45bebc3178d561e7eece,"K. Manjusha,; M. Anand Kumar,; K.P. Soman",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (APR 2019)",CFD modelling of cyclonic-DAF (dissolved air flotation) reactor for algae removal,https://doaj.org/article/4856c0edcf46477cac552cb0994e0c82,"Hong Sok Oh,; Seon Hong Kang,; SookHyun Nam,; Eun-Ju Kim,; Tae-Mun Hwang",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Design and numerical investigation to visualize the fluid flow and thermal characteristics of non-axisymmetric convergent nozzle,https://doaj.org/article/767752f32c904cbca477d1be6aef9ce6,"Manoj Kumar,; R.K. Sahoo,; S.K. Behera",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Modulation of the recirculation region due to magneto hydrodynamic flow,https://doaj.org/article/b185f7d90dc14614a8537648c6032585,"S. Roy,; S. Ghoshal,; K. Barman,; V.K. Das,; S. Ghosh,; K. Debnath",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Probabilistic-based analysis of a shallow square footing using Monte Carlo simulation,https://doaj.org/article/65e1ea42071c40ac9252d274fe707b7a,Ressol R. Shakir,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Electrical Impedance Spectroscopy (EIS) characterization of saline solutions with a low-cost portable measurement system,https://doaj.org/article/754d1579786647a3a628bf0cc2a0da84,"Marco Grossi,; Carola Parolin,; Beatrice Vitali,; Bruno Riccò",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Peristaltic flow of Eyring-Powell nanofluid under the action of an electromagnetic field,https://doaj.org/article/94dc964ba4994adf8ee998ee6a1e7e40,"B. Mallick,; J.C. Misra",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)","Structural, dielectric and electrical characteristics of lead-free electro-ceramic:Bi(Ni2/3Ta1/3)O3",https://doaj.org/article/87553bfc6e82465dab4e923e41c8f240,"S. Halder,; S. Bhuyan,; R.N.P. Choudhary",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Experimental performances of a thermoelectric cooler box with thermoelectric position variations,https://doaj.org/article/235464a4613e496fa79227919537d97d,"M. Mirmanto,; S. Syahrul,; Yusi Wirdan",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Solving multi-objective economic emission dispatch of a renewable integrated microgrid using latest bio-inspired algorithms,https://doaj.org/article/eac83df4a7b94ad7889887bbc04a8d97,"Bishwajit Dey,; Shyamal Krishna Roy,; Biplab Bhattacharyya",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",CFD pretending of vapor and liquid refrigerant mixing in variable speed scroll compressor,https://doaj.org/article/062abfdeb18e4a228f0dc529a447749d,Mustafa Ahmed Abdulhussain,Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Deep neural network model for group activity recognition using contextual relationship,https://doaj.org/article/96653f61d8d142959bd4e90479e6edf7,"S.A. Vahora,; N.C. Chauhan",Technology: Engineering (General). Civil engineering (General)
"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL (FEB 2019)",Investigation of the effects of Mg amount on microstructure and wear behavior of Al-Si-Mg alloys,https://doaj.org/article/a932ef496bb942be986298c58990d0d1,"İjlal Şimşek,; Dursun Özyürek",Technology: Engineering (General). Civil engineering (General)
